Exp,Group (from pres),Group Code,Code,"abundant', 'common', 'few', 'rare'",Definition,,"Extracted from heterogeneous ""group abundance""-related Field at collection level",,
344,Preservation (rads),F,F,Few,few (1ะ49 specimens per slide traverse),few,,,
345,Preservation (benthic foram),A,,Abundant,,,I think there's something wrong w/ the Exp numbers here,,
346,(benthic foram),B,B,Barren,barren,barren,,,
346,(benthic foram),R,R,Rare,rare (<1% of sediment particles),rare,,,
346,(diatoms),B,B,Barren,barren,barren,,,
346,(diatoms),F,F,Few,few (2%ะ5% diatoms),few,,,
346,(diatoms),R,R,Rare,rare (<2% diatoms),rare,,,
346,(nannos),B,B,Barren,barren,barren,,,
346,(planktic foram),B,B,Barren,barren,barren,,,
346,(planktic foram),b,B,Barren,barren,barren,,,
346,(planktic foram),R,R,Rare,rare (<30% foraminifers of sediment particles),rare,,,
346,(rads),B,B,Barren,barren,barren,,,
346,Preservation (benthic foram),A,A,Abundant,abundant (>70% foraminifers of sediment particles),abundant,,,
346,Preservation (benthic foram),D,D,Abundant,"undefined, suggest dominant (>>70% of sediment particles)",abundant,,,
346,Preservation (benthic foram),F,F,Few,"undefined, suggest 1-5% of sediment particles",few,,,
346,Preservation (benthic foram),R,R,Rare,rare (<30% foraminifers of sediment particles),rare,,,
346,Preservation (diatoms),?,?,Barren,undefined,,,,
346,Preservation (diatoms),a,A,Abundant,abundant (20%ะ60% diatoms),abundant,,,
346,Preservation (diatoms),A,A,Abundant,abundant (20%ะ60% diatoms),abundant,,,
346,Preservation (diatoms),A/D,A-D,Abundant,"undefined, suggest ~60% diatoms",abundant,,,
346,Preservation (diatoms),B,B,Barren,barren,barren,,,
346,Preservation (diatoms),C,C,Common,common (5%ะ20% diatoms),common,,,
346,Preservation (diatoms),D,D,Abundant,dominant (>60% diatoms),abundant,,,
346,Preservation (diatoms),F,F,Few,few (2%ะ5% diatoms),few,,,
346,Preservation (diatoms),F/R,F-R,Rare,"undefined, suggest ~2% diatoms",rare,,,
346,Preservation (diatoms),H,H,,undefined,,,,
346,Preservation (diatoms),R,R,Rare,rare (<2% diatoms),rare,,,
346,Preservation (diatoms),R/B,R-B,Rare,"undefined, suggest <<2% diatoms",rare,,,
346,Preservation (nannos),A,A,Abundant,abundant (50%ะ90% of sediment particles),abundant,,,
346,Preservation (nannos),C,C,Common,common (10%ะ50% of sediment particles),common,,,
346,Preservation (nannos),D,D,Abundant,dominant (>90% of sediment particles),abundant,,,
346,Preservation (nannos),F,F,Few,few (1%ะ10% of sediment particles),few,,,
346,Preservation (nannos),R,R,Rare,rare (<1% of sediment particles),rare,,,
346,Preservation (planktic foram),A,A,Abundant,abundant (>70% foraminifers of sediment particles),abundant,,,
346,Preservation (planktic foram),B,B,Barren,barren,barren,,,
346,Preservation (planktic foram),D,D,Abundant,"undefined, suggest >30% of sediment particles",abundant,,,
346,Preservation (planktic foram),F,F,Few,"undefined, suggest 1-5% of sediment particles",few,,,
346,Preservation (planktic foram),R,R,Rare,rare (<30% foraminifers of sediment particles),rare,,,
346,Preservation (rads),A,A,Abundant,"abundant (>10,000 specimens in a sample)",abundant,,,
346,Preservation (rads),B,B,Barren,barren,barren,,,
346,Preservation (rads),C,C,Common,"common (2,000ะ10,000 specimens in a sample)",common,,,
346,Preservation (rads),F,F,Few,few (500ะ2000 specimens in a sample),few,,,
346,Preservation (rads),R,R,Rare,rare (50ะ500 specimens in a sample),rare,,,
347,Preservation (benthic foram),A,A,Abundant,abundant (>500 specimens ),abundant,,,
348,(benthic foram),B,B,Barren,barren,barren,,,
349,(nannos),B,B,Barren,barren,barren,,,
349,(planktic foram),B,B,Barren,barren,barren,,,
349,(rads),B,B,Barren,barren,barren,,,
349,Preservation (benthic foram),F,R,Rare,rare (1%ะ10% planktonic foraminifer specimens in total residue),rare,,,
349,Preservation (nannos),A,A,Abundant,abundant (>50%ะ90% of sediment particles),abundant,,,
349,Preservation (nannos),C,C,Common,common (>10%ะ50% of sediment particles),common,,,
349,Preservation (nannos),D,D,Abundant,dominant (>90% of sediment particles),abundant,,,
349,Preservation (nannos),F,F,Few,few (1%ะ10% of sediment particles),few,,,
349,Preservation (nannos),G,,,,,Likely preservation not abundance,,
349,Preservation (nannos),P,P,Rare,"undefined, suggest present <1% of sediment particles",rare,,,
349,Preservation (nannos),R,R,Rare,rare (<1% of sediment particles),rare,,,
349,Preservation (planktic foram),A,A,Abundant,abundant (>30% planktonic foraminifer specimens in total residue),abundant,,,
349,Preservation (planktic foram),B,B,Barren,barren,barren,,,
349,Preservation (planktic foram),C,C,Common,common (10%ะ30% planktonic foraminifer specimens in total residue),common,,,
349,Preservation (planktic foram),P,P,Rare,present (<1% planktonic foraminifer specimens in total residue),rare,,,
349,Preservation (planktic foram),R,R,Rare,rare (1%ะ10% planktonic foraminifer specimens in total residue),rare,,,
349,Preservation (rads),A,A,Abundant,abundant (>100 specimens per slide traverse),abundant,,,
349,Preservation (rads),C,C,Common,common (51ะ100 specimens per slide traverse),common,,,
349,Preservation (rads),F,F,Few,few (11ะ50 specimens per slide traverse),few,,,
349,Preservation (rads),R,R,Rare,rare (1?10 specimens per slide traverse),rare,,,
350,(benthic foram),A,A,Abundant,abundant (10%-30% benthic foraminifers in the >150 ตm fraction),abundant,,,
350,(benthic foram),B,B,Barren,barren,barren,,,
350,(benthic foram),F,F,Few,few (1%ะ5% benthic foraminifers in the >150 ตm fraction).,few,,,
350,(benthic foram),R,R,Rare,rare (<1% benthic foraminifers in the >150 ตm fraction),rare,,,
350,(planktic foram),Abundant,A,Abundant,abundant (>30% planktic foraminifers in the >150um fraction),abundant,,,
350,(planktic foram),abundant,A,Abundant,abundant (>30% planktic foraminifers in the >150um fraction),abundant,,,
350,(planktic foram),barren,B,Barren,barren,barren,,,
350,(planktic foram),Few,F,Few,"undefined, suggest few (1%ะ5% planktic foraminifers in the >150 ตm fraction)",few,,,
350,(planktic foram),few,F,Few,"undefined, suggest few (1%ะ5% planktic foraminifers in the >150 ตm fraction)",few,,,
350,(planktic foram),Present,P,Rare,"undefined, suggest ~1% planktic foraminifers in the >150 ตm fraction",rare,,,
350,(planktic foram),present,P,Rare,"undefined, suggest ~1% planktic foraminifers in the >150 ตm fraction",rare,,,
350,(planktic foram),Rare,R,Rare,rare (<10% planktic foraminifers in the >150 ตm fraction),rare,,,
350,(planktic foram),rare,R,Rare,rare (<10% planktic foraminifers in the >150 ตm fraction),rare,,,
350,Preservation (benthic foram),F,F,Few,few (1%ะ5% benthic foraminifers in the >150 ตm fraction).,few,,,
350,Preservation (benthic foram),R,R,Rare,rare (<1% benthic foraminifers in the >150 ตm fraction),rare,,,
350,Preservation (nannos),A,A,Abundant,"undefined, suggest abundant (>10ะ100 specimens per field of view)",abundant,,,
350,Preservation (nannos),B,B,Barren,barren,barren,,,
350,Preservation (nannos),C,C,Common,"undefined, suggest common (>1ะ10 specimens per field of view)",common,,,
350,Preservation (nannos),F,F,Few,"undefined, suggest few (>1ะ10 specimens per 2ะ10 fields of view)",few,,,
350,Preservation (nannos),VF,VF,Few,"undefined, suggest very few (1 specimen per 2ะ10 fields of view)",few,,,
350,Preservation (planktic foram),abundant,A,Abundant,abundant (>30% planktic foraminifers in the >150um fraction),abundant,,,
350,Preservation (planktic foram),Abundant,A,Abundant,abundant (>30% planktic foraminifers in the >150um fraction),abundant,,,
350,Preservation (planktic foram),Common,C,Common,common (10%-30% planktic foraminifers in the >150 ตm fraction),common,,,
350,Preservation (planktic foram),common,C,Common,common (10%-30% planktic foraminifers in the >150 ตm fraction),common,,,
350,Preservation (planktic foram),few,F,Few,"undefined, suggest few (1%ะ5% planktic foraminifers in the >150 ตm fraction)",few,,,
350,Preservation (planktic foram),Few,F,Few,"undefined, suggest few (1%ะ5% planktic foraminifers in the >150 ตm fraction)",few,,,
350,Preservation (planktic foram),rare,R,Rare,rare (<10% planktic foraminifers in the >150 ตm fraction),rare,,,
350,Preservation (planktic foram),Rare,R,Rare,rare (<10% planktic foraminifers in the >150 ตm fraction),rare,,,
351,(benthic foram),B,B,Barren,barren,barren,,,
351,(nannos),B,B,Barren,barren,barren,,,
351,(planktic foram),barren,B,Barren,barren,barren,,,
351,(rads),B,B,Barren,barren,barren,,,
351,Preservation (benthic foram),A,A,Abundant,abundant (>30% foraminifers in the >150um fraction),abundant,,,
351,Preservation (benthic foram),C,C,Common,common (10%ะ30% foraminifers in the >150 ตm fraction),common,,,
351,Preservation (benthic foram),F,F,Few,few (5%ะ10% foraminifers in the >150 ตm fraction),few,,,
351,Preservation (benthic foram),P,P,Rare,present (<1% foraminifers in the >150 ตm fraction),rare,,,
351,Preservation (benthic foram),R,R,Rare,rare (1%ะ5% foraminifers in the >150 ตm fraction),rare,,,
351,Preservation (nannos),A,A,Abundant,abundant (11ะ100 specimens per field of view),abundant,,,
351,Preservation (nannos),C,C,Common,common (1ะ10 specimens per field of view),common,,,
351,Preservation (nannos),F,F,Few,few (2ะ10 specimens per 2ะ10 fields of view),few,,,
351,Preservation (nannos),R,R,Rare,rare (1 specimen per >10 fields of view),rare,,,
351,Preservation (planktic foram),abundant,A,Abundant,abundant (>30% foraminifers in the >150um fraction),abundant,,,
351,Preservation (planktic foram),common,C,Common,common (10%ะ30% foraminifers in the >150 ตm fraction),common,,,
351,Preservation (planktic foram),present,P,Rare,present (<1% foraminifers in the >150 ตm fraction),rare,,,
351,Preservation (planktic foram),rare,R,Rare,rare (1%ะ5% foraminifers in the >150 ตm fraction),rare,,,
351,Preservation (rads),C,C,Common,"common (>2,000ะ10,000 specimens per slide)",common,,,
351,Preservation (rads),R,R,Rare,rare (>0ะ500 specimens per slide),rare,,,
352,Preservation (benthic foram),F,F,Few,"undefined, suggest few (1%ะ5% planktic foraminifers in the >150 ตm fraction)",few,,,
352,Preservation (nannos),A,A,Abundant,abundant (>10ะ100 specimens per field of view),abundant,,,
352,Preservation (nannos),C,C,Common,common (>1ะ10) specimens per field of view),common,,,
352,Preservation (nannos),V,VA,Abundant,very abundant (>100 specimens per field of view),abundant,,,
353,(diatoms),B,B,Barren,barren,barren,,,
353,(diatoms),R,R,Rare,rare (<2% of valves),rare,,,
353,(nannos),A,A,Abundant,abundant (50%ะ90% of sediment particles),abundant,,,
353,(nannos),B,B,Barren,barren,barren,,,
353,(nannos),C,C,Common,common (10%ะ50% of sediment particles),common,,,
353,(nannos),R,R,Rare,rare (<1% of sediment particles),rare,,,
353,Preservation (benthic foram),F,F,Few,few (1%ะ5% planktonic foraminifers in total residue),few,,,
353,Preservation (diatoms),A,A,Abundant,abundant (~20%ะ60% valves),abundant,,,
353,Preservation (diatoms),C,C,Common,common (~5%ะ20% valves),common,,,
353,Preservation (diatoms),D,D,Abundant,dominant (>60% valves),abundant,,,
353,Preservation (diatoms),F,F,Few,few (2%ะ5% valves),few,,,
353,Preservation (diatoms),R,R,Rare,rare (<2% of valves),rare,,,
353,Preservation (nannos),A,A,Abundant,abundant (50%ะ90% of sediment particles),abundant,,,
353,Preservation (nannos),C,C,Common,common (10%ะ50% of sediment particles),common,,,
353,Preservation (nannos),D,D,Abundant,dominant (>90% of sediment particles),abundant,,,
353,Preservation (nannos),F,F,Few,few (1%ะ10% of sediment particles),few,,,
353,Preservation (nannos),R,R,Rare,rare (<1% of sediment particles),rare,,,
353,Preservation (planktic foram),A,A,Abundant,abundant (20%ะ50% planktonic foraminifers in total residue),abundant,,,
353,Preservation (planktic foram),C,C,Common,common (5%ะ20% planktonic foraminifers in total residue),common,,,
353,Preservation (planktic foram),D,D,Abundant,dominant (>50% planktonic foraminifers in total residue),abundant,,,
353,Preservation (planktic foram),F,F,Few,few (1%ะ5% planktonic foraminifers in total residue),few,,,
353,Preservation (planktic foram),R,R,Rare,rare (<1% of planktonic foraminifers in total residue),rare,,,
354,(nannos),B,B,Barren,barren,barren,,,
354,(planktic foram),B,B,Barren,barren,barren,,,
354,(planktic foram),b,B,Barren,barren,barren,,,
354,(planktic foram),C,C,Common,common (11%?25% specimens in total residue),common,,,
354,(planktic foram),F,F,Few,few (6%?10% specimens in total residue),few,,,
354,(planktic foram),R,R,Rare,rare (<5% specimens in total residue),rare,,,
354,(planktic foram),VR,VR,Rare,very rare (<0.1% specimens in total residue),rare,,,
354,Preservation (benthic foram),R,R,Rare,"undefined, suggest rare (<5% specimens in total residue)",rare,,,
354,Preservation (nannos),A,A,Abundant,abundant (10ะ100 specimens per field of view at 1000? magnification),abundant,,,
354,Preservation (nannos),B,B,Barren,barren,barren,,,
354,Preservation (nannos),C,C,Common,common (1ะ10 specimens per field of view at 1000? magnification),common,,,
354,Preservation (nannos),F,F,Few,few (1ะ10 specimens per 2ะ10 fields of view at 1000? magnification),few,,,
354,Preservation (nannos),R,R,Rare,rare (1 specimen per >10 fields of view at 1000? magnification),rare,,,
354,Preservation (nannos),V,VA,Abundant,very abundant (>100 specimens per field of view at 1000? magnification),abundant,,,
354,Preservation (nannos),VF,VF,Few,very few (1 specimen per 2ะ10 field of view at 1000? magnification),few,,,
354,Preservation (planktic foram),A,A,Abundant,abundant (>25% specimens in total residue),abundant,,,
354,Preservation (planktic foram),B,B,Barren,barren,barren,,,
354,Preservation (planktic foram),C,C,Common,common (11%?25% specimens in total residue),common,,,
354,Preservation (planktic foram),F,F,Few,few (6%?10% specimens in total residue),few,,,
354,Preservation (planktic foram),R,R,Rare,rare (<5% specimens in total residue),rare,,,
354,Preservation (planktic foram),VR,VR,Rare,very rare (<0.1% specimens in total residue),rare,,,
355,(benthic foram),B,B,Barren,barren,barren,,,
355,(diatoms),B,B,Barren,barren,barren,,,
355,(diatoms),X,X,Rare,"trace (<3 valves per traverse, including fragments)",rare,,,
355,(nannos),B,B,Barren,barren,barren,,,
355,(planktic foram),A,A,Abundant,abundant (>50% of the total sediment particles),abundant,,,
355,(planktic foram),B,B,Barren,barren,barren,,,
355,(planktic foram),C,C,Common,common (>25%ะ50% of the total sediment particles),common,,,
355,(planktic foram),R,R,Rare,rare (ฒ5% of the total sediment particles),rare,,,
355,(rads),B,B,Barren,barren,barren,,,
355,Preservation (diatoms),C,C,Common,common (1ะ10 valves per field of view),common,,,
355,Preservation (diatoms),F,F,Few,few (ณ1 valve every 10 fields of view and <1 valve per field of view),few,,,
355,Preservation (diatoms),R,R,Rare,rare (ณ3 valves per traverse and <1 valve per 10 fields of view),rare,,,
355,Preservation (diatoms),R-F,R-F,Rare,"undefined, suggest ~1 valve per 10 fields of view",rare,,,
355,Preservation (diatoms),X,X,Rare,"trace (<3 valves per traverse, including fragments)",rare,,,
355,Preservation (nannos),A,A,Abundant,abundant (>50%?90% of sediment particles),abundant,,,
355,Preservation (nannos),C,C,Common,common (>10%?50% of sediment particles),common,,,
355,Preservation (nannos),F,F,Few,few (1%?10% of sediment particles),few,,,
355,Preservation (nannos),R,R,Rare,rare (<1% of sediment particles),rare,,,
355,Preservation (nannos),V,VA,Abundant,very abundant (>90% of sediment particles),abundant,,,
355,Preservation (planktic foram),A,A,Abundant,abundant (>50% of the total sediment particles),abundant,,,
355,Preservation (planktic foram),B,B,Barren,barren,barren,,,
355,Preservation (planktic foram),C,C,Common,common (>25%ะ50% of the total sediment particles),common,,,
355,Preservation (planktic foram),F,F,Few,few (>5%ะ25% of the total sediment particles),few,,,
355,Preservation (planktic foram),R,R,Rare,rare (ฒ5% of the total sediment particles),rare,,,
355,Preservation (rads),R,R,Rare,rare (1?10 specimens per slide traverse),rare,,,
356,(benthic foram),0,B,Barren,barren,barren,,,
356,(benthic foram),B,B,Barren,barren,barren,,,
356,(nannos),B,B,Barren,barren,barren,,,
356,(nannos),R,R,Rare,rare (<1% of sediment particles),rare,,,
356,(planktic foram),B,B,Barren,barren,barren,,,
356,(planktic foram),C,C,Common,common (>10%?30% planktonic foraminifer specimens in total assemblage),common,,,
356,(planktic foram),F,F,Few,few (5%ะ10% planktonic foraminifer specimens in total assemblage),few,,,
356,(planktic foram),R,R,Rare,rare (1%?5% planktonic foraminifer specimens in total assemblage),rare,,,
356,(planktic foram),VR,VR,Rare,very rare (<1% planktonic foraminifer specimens in total assemblage),rare,,,
356,Preservation (benthic foram),A,A,Abundant,abundant (>10%?30% benthic foraminifer specimens in total assemblage),abundant,,,
356,Preservation (benthic foram),C,C,Common,"undefined, suggest ~10% of benthic foraminifer specimens in total assemblage",common,,,
356,Preservation (benthic foram),D,D,Abundant,dominant (>30% benthic foraminifera to total assemblage),abundant,,,
356,Preservation (benthic foram),F,F,Few,few (>5%ะ10% benthic foraminifera in total assemblage),few,,,
356,Preservation (benthic foram),P,P,Rare,present (<1% benthic foraminifer specimens in total assemblage),rare,,,
356,Preservation (benthic foram),R,R,Rare,rare (1%?5% benthic foraminifer specimens in total assemblage),rare,,,
356,Preservation (benthic foram),VR,VR,Rare,"undefined, suggest ~1% benthic foraminifer specimens in total assemblage",rare,,,
356,Preservation (nannos),A,A,Abundant,abundant (>50%ะ90% of sediment particles),abundant,,,
356,Preservation (nannos),C,C,Common,common (>10%ะ50% of sediment particles),common,,,
356,Preservation (nannos),D,D,Abundant,dominant (>90% of sediment particles),abundant,,,
356,Preservation (nannos),F,F,Few,few (1%ะ10% of sediment particles),few,,,
356,Preservation (nannos),R,R,Rare,rare (<1% of sediment particles),rare,,,
356,Preservation (planktic foram),A,A,Abundant,abundant (>30% planktonic foraminifer specimens in total assemblage),abundant,,,
356,Preservation (planktic foram),B,B,Barren,barren,barren,,,
356,Preservation (planktic foram),C,C,Common,common (>10%?30% planktonic foraminifer specimens in total assemblage),common,,,
356,Preservation (planktic foram),F,F,Few,few (5%ะ10% planktonic foraminifer specimens in total assemblage),few,,,
356,Preservation (planktic foram),R,R,Rare,rare (1%?5% planktonic foraminifer specimens in total assemblage),rare,,,
356,Preservation (planktic foram),VR,VR,Rare,very rare (<1% planktonic foraminifer specimens in total assemblage),rare,,,
357,(benthic foram),B,B,Barren,barren,barren,,,
358,(benthic foram),B,B,Barren,barren,barren,,,
359,(benthic foram),B,B,Barren,barren,barren,,,
359,(planktic foram),B,B,Barren,barren,barren,,,
359,(rads),B,B,Barren,barren,barren,,,
359,(rads),R,R,Rare,rare (1ะ10 specimens in a sample),rare,,,
359,Preservation (nannos),A,A,Abundant,abundant (>50% of sediment particles),abundant,,,
359,Preservation (nannos),C,C,Common,common (>10%ะ50% of sediment particles),common,,,
359,Preservation (nannos),F,F,Few,few (1%ะ10% of sediment particles),few,,,
359,Preservation (nannos),R,R,Rare,rare (<1% of sediment particles),rare,,,
359,Preservation (rads),A,A,Abundant,abundant (>100 specimens in a sample),abundant,,,
359,Preservation (rads),C,C,Common,common (51ะ100 specimens in a sample),common,,,
359,Preservation (rads),F,F,Few,few (11ะ50 specimens in a sample),few,,,
359,Preservation (rads),R,R,Rare,rare (1ะ10 specimens in a sample),rare,,,
360,Preservation (benthic foram),P,,Rare,,,I think there's something wrong w/ the Exp numbers here,,
361,(benthic foram),B,B,Barren,barren,barren,,,
361,(diatoms),B,B,Barren,barren,barren,,,
361,(planktic foram),A,A,Abundant,abundant (>50% planktic foraminifers to the total sediment particles).,abundant,,,
361,(planktic foram),B,B,Barren,barren,barren,,,
361,(planktic foram),C,C,Common,common (>25%ะ50% planktic foraminifers to the total sediment particles),common,,,
361,(planktic foram),F,F,Few,few (5%ะ25% planktic foraminifers to the total sediment particles),few,,,
361,(planktic foram),R,R,Rare,rare (<5% planktic foraminifers to the total sediment particles),rare,,,
361,Preservation (benthic foram),C,C,Common,common (>25%ะ50% benthic foraminifers to the total sediment particles),common,,,
361,Preservation (benthic foram),F,F,Few,few (5%ะ25% benthic foraminifers to the total sediment particles),few,,,
361,Preservation (benthic foram),R,R,Rare,rare (<5% benthic foraminifers to the total sediment particles),rare,,,
361,Preservation (diatoms),B,B,Barren,barren,barren,,,
361,Preservation (diatoms),C,C,Common,common (ณ1ะ10 valves per field of view),common,,,
361,Preservation (diatoms),F,F,Few,few (ณ1 valve every 10 fields of view and <1 valve per field of view),few,,,
361,Preservation (diatoms),R,R,Rare,rare (ณ3 valves per traverse and <1 valve per 10 fields of view),rare,,,
361,Preservation (diatoms),X,X,Rare,"trace (<3 valves per traverse, including fragments)",rare,,,
361,Preservation (nannos),A,A,Abundant,abundant (>10 specimens per field of view),abundant,,,
361,Preservation (nannos),C,C,Common,common (>1ะ10 specimens per field of view),common,,,
361,Preservation (nannos),F,F,Few,few (1 specimen per 1ะ10 fields of view),few,,,
361,Preservation (nannos),R,R,Rare,rare (<1 specimen per 10 fields of view),rare,,,
361,Preservation (planktic foram),A,A,Abundant,abundant (>50% planktic foraminifers to the total sediment particles).,abundant,,,
361,Preservation (planktic foram),C,C,Common,common (>25%ะ50% planktic foraminifers to the total sediment particles),common,,,
361,Preservation (planktic foram),F,F,Few,few (5%ะ25% planktic foraminifers to the total sediment particles),few,,,
361,Preservation (planktic foram),R,R,Rare,rare (<5% planktic foraminifers to the total sediment particles),rare,,,
362,(benthic foram),B,B,Barren,barren,barren,,,
362,(diatoms),B,B,Barren,barren,barren,,,
362,(nannos),B,B,Barren,barren,barren,,,
362,(nannos),F,F,Few,few (1%ะ10% of sediment particles),few,,,
362,(nannos),R,R,Rare,rare (<1% of sediment particles),rare,,,
362,(planktic foram),B,B,Barren,barren,barren,,,
362,(planktic foram),VR,VR,Rare,very rare (<0.1% specimens in total residue),rare,,,
362,(rads),B,B,Barren,barren,barren,,,
362,Preservation (diatoms),R,R,Rare,"undefined, suggest rare (<2 valves per traverse of coverslip) NOTE: overall low abundance of diatoms. Processing concentrated abundances",rare,,,
362,Preservation (nannos),A,A,Abundant,abundant (>50% of sediment particles),abundant,,,
362,Preservation (nannos),C,C,Common,common (>10%ะ50% of sediment particles),common,,,
362,Preservation (nannos),F,F,Few,few (1%ะ10% of sediment particles),few,,,
362,Preservation (nannos),R,R,Rare,rare (<1% of sediment particles),rare,,,
362,Preservation (planktic foram),A,A,Abundant,abundant (>25% planktic foraminifera in total residue),abundant,,,
362,Preservation (planktic foram),C,C,Common,common (>10%?25% specimens in total residue),common,,,
362,Preservation (planktic foram),F,F,Few,few (5%?10% specimens in total residue),few,,,
362,Preservation (planktic foram),R,R,Rare,rare (<5% specimens in total residue),rare,,,
362,Preservation (planktic foram),VR,VR,Rare,very rare (<0.1% specimens in total residue),rare,,,
362,Preservation (rads),A,A,Abundant,abundant (>30 specimens per slide traverse),abundant,,,
362,Preservation (rads),C,C,Common,common (6ะ30 specimens per slide traverse),common,,,
362,Preservation (rads),F,F,Few,few (>1ะ5 specimens per slide traverse),few,,,
363,(nannos),C,C,Common,common (>10%ะ50% of sediment particles),common,,,
363,(planktic foram),D,D,Abundant,dominant (>30% of sediment particles),abundant,,,
363,Preservation (benthic foram),R,R,Rare,rare (1% to <5% of sediment particles),rare,,,
363,Preservation (nannos),A,A,Abundant,abundant (>50%ะ90% of sediment particles),abundant,,,
363,Preservation (nannos),C,C,Common,common (>10%ะ50% of sediment particles),common,,,
363,Preservation (nannos),c,C,Common,common (>10%ะ50% of sediment particles),common,,,
363,Preservation (nannos),D,D,Abundant,dominant (>90% of sediment particles),abundant,,,
363,Preservation (nannos),F,F,Few,few (1%ะ10% of sediment particles),few,,,
363,Preservation (planktic foram),A,A,Abundant,abundant (10%ะ30% of sediment particles),abundant,,,
363,Preservation (planktic foram),B,B,Barren,barren,barren,,,
363,Preservation (planktic foram),D,D,Abundant,dominant (>30% of sediment particles),abundant,,,
363,Preservation (planktic foram),F,F,Few,few (5% to <10% of sediment particles),few,,,
363,Preservation (planktic foram),R,R,Rare,rare (1% to <5% of sediment particles),rare,,,
364,Preservation (benthic foram),P,P,Rare,present (<1% of sediment particles),rare,,,
365,Preservation (benthic foram),P,P,Rare,present (<1% of sediment particles),rare,,,
366,(benthic foram),B,B,Barren,barren,barren,,,
367,(benthic foram),B,B,Barren,barren,barren,,,
367,(nannos),B,B,Barren,barren,barren,,,
367,(planktic foram),B,B,Barren,barren,barren,,,
367,Preservation (nannos),A,A,Abundant,abundant (>50%?90% of sediment particles),abundant,,,
367,Preservation (nannos),C,C,Common,common (>10%?50% of sediment particles),common,,,
367,Preservation (nannos),F,F,Few,few (1%ะ10% of sediment particles),few,,,
367,Preservation (nannos),R,R,Rare,rare (<1% of sediment particles),rare,,,
367,Preservation (planktic foram),A,A,Abundant,abundant (>30% planktonic foraminifer specimens in total residue),abundant,,,
367,Preservation (planktic foram),B,B,Barren,barren,barren,,,
367,Preservation (planktic foram),C,C,Common,common (10%?30% planktonic foraminifer specimens in total residue),common,,,
367,Preservation (planktic foram),P,P,Rare,present (<1% planktonic foraminifer specimens in total residue),rare,,,
367,Preservation (planktic foram),R,R,Rare,rare (1%?10% planktonic foraminifer specimens in total residue),rare,,,
368,(diatoms),B,B,Barren,barren,barren,,,
368,(diatoms),R,R,Rare,rare (<1% of sediments particles),rare,,,
368,(nannos),B,B,Barren,barren,barren,,,
368,(nannos),R,R,Rare,rare (<1% of sediment particles),rare,,,
368,(planktic foram),B,B,Barren,barren,barren,,,
368,Preservation (benthic foram),R,R,Rare,"undefined, suggest rare (1%?10% benthic foraminifer specimens in total residue)",rare,,,
368,Preservation (diatoms),A,A,Abundant,abundant (>50%ะ90% of sediment particles),abundant,,,
368,Preservation (diatoms),C,C,Common,common (>10%ะ50% of sediment particles),common,,,
368,Preservation (diatoms),F,F,Few,few (1%ะ10% of sediment particles),few,,,
368,Preservation (diatoms),R,R,Rare,rare (<1% of sediments particles),rare,,,
368,Preservation (nannos),A,A,Abundant,abundant (>50%?90% of sediment particles),abundant,,,
368,Preservation (nannos),C,C,Common,common (>10%?50% of sediment particles),common,,,
368,Preservation (nannos),F,F,Few,few (1%ะ10% of sediment particles),few,,,
368,Preservation (nannos),R,R,Rare,rare (<1% of sediment particles),rare,,,
368,Preservation (nannos),VA,VA,Abundant,"not defined, suggest dominant (>90% of sediment particles)",,,,
368,Preservation (planktic foram),A,A,Abundant,abundant (>30% planktonic foraminifer specimens in total residue),abundant,,,
368,Preservation (planktic foram),B,B,Barren,barren,barren,,,
368,Preservation (planktic foram),C,C,Common,common (10%?30% planktonic foraminifer specimens in total residue),common,,,
368,Preservation (planktic foram),P,P,Rare,present (<1% planktonic foraminifer specimens in total residue),rare,,,
368,Preservation (planktic foram),R,R,Rare,rare (1%?10% planktonic foraminifer specimens in total residue),rare,,,
369,(benthic foram),-,-,Barren,"undefined, suggest barren",,,,
369,(benthic foram),A,A,Abundant,abundant (>10%ะ30% benthic foraminifera to sediment particles),abundant,,,
369,(benthic foram),B,B,Barren,barren,barren,,,
369,(benthic foram),D,D,Abundant,dominant (>30% benthic foraminifera to sediment particles),abundant,,,
369,(benthic foram),F,F,Few,few (>5% to <10% benthic foraminifera to sediment particles),few,,,
369,(benthic foram),P,P,Rare,present (<1% benthic foraminifera to sediment particles),rare,,,
369,(benthic foram),R,R,Rare,rare (>1% to <5% benthic foraminifera to sediment particles),rare,,,
369,(nannos),B,B,Barren,barren,barren,,,
369,(planktic foram),B,B,Barren,barren,barren,,,
369,(planktic foram),R,R,Rare,rare (<5% of sediment particles),rare,,,
369,Preservation (nannos),A,A,Abundant,abundant (>50% of sediment particles),abundant,,,
369,Preservation (nannos),C,C,Common,common (>10%ะ50% of sediment particles),common,,,
369,Preservation (nannos),E,,,,,Likely preservation not abundance,,
369,Preservation (nannos),F,F,Few,few (1%ะ10% of sediment particles),few,,,
369,Preservation (nannos),G,,,,,Likely preservation not abundance,,
369,Preservation (nannos),M,,,,,Likely preservation not abundance,,
369,Preservation (nannos),P,,Rare,,,Likely preservation not abundance,,
369,Preservation (nannos),R,R,Rare,rare (<1% of sediment particles),rare,,,
369,Preservation (planktic foram),A,A,Abundant,abundant (>30% planktic foraminifera to sediment particles),abundant,,,
